nome_associado,sobrenome_associado,idade_associado,vlr_transacao_movimento,des_transacao_movimento,data_movimento,numero_cartao,nome_impresso_cartao,data_criacao_cartao,tipo_conta,data_criacao_conta
CLIENTE160,SOBRENOME160,21,194.0,DESC 5,2025-01-25 00:00:00,90854400003,CLIENTE77,2024-05-20 10:34:17,CORRENTE,2023-08-11 00:00:00
CLIENTE160,SOBRENOME160,21,68.0,DESC 2,2025-02-17 00:00:00,90854400003,CLIENTE77,2024-05-20 10:34:17,CORRENTE,2023-08-11 00:00:00
CLIENTE180,SOBRENOME180,45,103.0,DESC 5,2025-02-28 00:00:00,63098878799,CLIENTE87,2024-03-17 17:23:48,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,197.0,DESC 5,2025-03-01 00:00:00,63098878799,CLIENTE87,2024-03-17 17:23:48,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,13.0,DESC 5,2025-03-01 00:00:00,63098878799,CLIENTE87,2024-03-17 17:23:48,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,117.0,DESC 5,2025-01-19 00:00:00,63098878799,CLIENTE87,2024-03-17 17:23:48,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,9.0,DESC 1,2025-02-05 00:00:00,63098878799,CLIENTE87,2024-03-17 17:23:48,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,74.0,DESC 5,2025-01-31 00:00:00,76164618988,CLIENTE169,2024-07-17 19:10:19,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,36.0,DESC 5,2025-01-09 00:00:00,76164618988,CLIENTE169,2024-07-17 19:10:19,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,102.0,DESC 5,2025-02-04 00:00:00,76164618988,CLIENTE169,2024-07-17 19:10:19,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,120.0,DESC 5,2025-01-24 00:00:00,76164618988,CLIENTE169,2024-07-17 19:10:19,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE180,SOBRENOME180,45,37.0,DESC 5,2025-02-12 00:00:00,76164618988,CLIENTE169,2024-07-17 19:10:19,EMPRESARIAL,2023-11-01 00:00:00
CLIENTE85,SOBRENOME85,63,119.0,DESC 5,2025-02-02 00:00:00,89236339513,CLIENTE45,2024-03-15 15:49:36,EMPRESARIAL,2024-07-19 00:00:00
CLIENTE85,SOBRENOME85,63,135.0,DESC 5,2025-02-10 00:00:00,89236339513,CLIENTE45,2024-03-15 15:49:36,EMPRESARIAL,2024-07-19 00:00:00
CLIENTE85,SOBRENOME85,63,112.0,DESC 1,2025-02-20 00:00:00,89236339513,CLIENTE45,2024-03-15 15:49:36,EMPRESARIAL,2024-07-19 00:00:00
CLIENTE82,SOBRENOME82,52,114.0,DESC 5,2025-01-27 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE82,SOBRENOME82,52,65.0,DESC 4,2025-01-09 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE82,SOBRENOME82,52,198.0,DESC 1,2025-02-02 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE82,SOBRENOME82,52,147.0,DESC 1,2025-01-17 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE82,SOBRENOME82,52,93.0,DESC 4,2025-02-06 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE82,SOBRENOME82,52,188.0,DESC 1,2025-02-19 00:00:00,83359844418,CLIENTE104,2024-05-22 23:28:51,POUPANCA,2023-02-22 00:00:00
CLIENTE14,SOBRENOME14,43,167.0,DESC 5,2025-01-31 00:00:00,88670577695,CLIENTE177,2024-03-22 08:06:05,EMPRESARIAL,2024-01-01 00:00:00
CLIENTE14,SOBRENOME14,43,159.0,DESC 2,2025-02-20 00:00:00,88670577695,CLIENTE177,2024-03-22 08:06:05,EMPRESARIAL,2024-01-01 00:00:00
CLIENTE14,SOBRENOME14,43,40.0,DESC 5,2025-02-15 00:00:00,75123726353,CLIENTE27,2024-01-28 19:02:16,EMPRESARIAL,2024-01-01 00:00:00
CLIENTE14,SOBRENOME14,43,127.0,DESC 5,2025-02-19 00:00:00,75123726353,CLIENTE27,2024-01-28 19:02:16,EMPRESARIAL,2024-01-01 00:00:00
CLIENTE14,SOBRENOME14,43,36.0,DESC 5,2025-02-06 00:00:00,75123726353,CLIENTE27,2024-01-28 19:02:16,EMPRESARIAL,2024-01-01 00:00:00
CLIENTE155,SOBRENOME155,56,91.0,DESC 5,2025-02-25 00:00:00,58724939380,CLIENTE66,2024-01-13 18:04:16,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,38.0,DESC 5,2025-02-04 00:00:00,58724939380,CLIENTE66,2024-01-13 18:04:16,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,49.0,DESC 5,2025-02-21 00:00:00,58724939380,CLIENTE66,2024-01-13 18:04:16,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,73.0,DESC 1,2025-01-11 00:00:00,58724939380,CLIENTE66,2024-01-13 18:04:16,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,126.0,DESC 5,2025-02-19 00:00:00,59293034238,CLIENTE92,2024-02-07 06:15:53,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,169.0,DESC 5,2025-02-10 00:00:00,59293034238,CLIENTE92,2024-02-07 06:15:53,CORRENTE,2023-04-06 00:00:00
CLIENTE155,SOBRENOME155,56,108.0,DESC 3,2025-03-01 00:00:00,59293034238,CLIENTE92,2024-02-07 06:15:53,CORRENTE,2023-04-06 00:00:00
CLIENTE172,SOBRENOME172,31,94.0,DESC 5,2025-01-19 00:00:00,69395659207,CLIENTE75,2024-04-26 20:18:22,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,172.0,DESC 5,2025-01-03 00:00:00,69395659207,CLIENTE75,2024-04-26 20:18:22,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,73.0,DESC 5,2025-01-11 00:00:00,62009627686,CLIENTE194,2024-04-08 06:08:00,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,111.0,DESC 5,2025-01-19 00:00:00,62009627686,CLIENTE194,2024-04-08 06:08:00,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,98.0,DESC 5,2025-02-06 00:00:00,62009627686,CLIENTE194,2024-04-08 06:08:00,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,86.0,DESC 5,2025-01-25 00:00:00,62009627686,CLIENTE194,2024-04-08 06:08:00,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE172,SOBRENOME172,31,84.0,DESC 5,2025-02-09 00:00:00,62009627686,CLIENTE194,2024-04-08 06:08:00,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE81,SOBRENOME81,59,81.0,DESC 5,2025-01-05 00:00:00,55019947643,CLIENTE11,2024-04-08 12:34:44,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,33.0,DESC 5,2025-01-26 00:00:00,55019947643,CLIENTE11,2024-04-08 12:34:44,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,115.0,DESC 5,2025-02-24 00:00:00,55019947643,CLIENTE11,2024-04-08 12:34:44,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,12.0,DESC 2,2025-02-12 00:00:00,55019947643,CLIENTE11,2024-04-08 12:34:44,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,130.0,DESC 3,2025-02-22 00:00:00,55019947643,CLIENTE11,2024-04-08 12:34:44,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,17.0,DESC 5,2025-01-29 00:00:00,61223565760,CLIENTE113,2024-03-14 15:34:39,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,116.0,DESC 5,2025-02-07 00:00:00,61223565760,CLIENTE113,2024-03-14 15:34:39,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,87.0,DESC 5,2025-02-20 00:00:00,61223565760,CLIENTE113,2024-03-14 15:34:39,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,162.0,DESC 3,2025-02-09 00:00:00,61223565760,CLIENTE113,2024-03-14 15:34:39,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,41.0,DESC 5,2025-02-18 00:00:00,46861424111,CLIENTE85,2024-04-03 04:42:40,POUPANCA,2023-07-25 00:00:00
CLIENTE81,SOBRENOME81,59,60.0,DESC 5,2025-01-23 00:00:00,46861424111,CLIENTE85,2024-04-03 04:42:40,POUPANCA,2023-07-25 00:00:00
CLIENTE30,SOBRENOME30,24,154.0,DESC 5,2025-02-11 00:00:00,53022756417,CLIENTE130,2024-02-27 13:15:20,EMPRESARIAL,2023-08-11 00:00:00
CLIENTE30,SOBRENOME30,24,144.0,DESC 3,2025-01-12 00:00:00,53022756417,CLIENTE130,2024-02-27 13:15:20,EMPRESARIAL,2023-08-11 00:00:00
CLIENTE16,SOBRENOME16,41,120.0,DESC 5,2025-02-13 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE16,SOBRENOME16,41,103.0,DESC 5,2025-01-03 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE16,SOBRENOME16,41,87.0,DESC 5,2025-03-01 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE16,SOBRENOME16,41,37.0,DESC 5,2025-01-01 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE16,SOBRENOME16,41,17.0,DESC 3,2025-02-04 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE16,SOBRENOME16,41,27.0,DESC 3,2025-01-20 00:00:00,60566396619,CLIENTE138,2024-05-08 23:00:09,CORRENTE,2023-11-10 00:00:00
CLIENTE199,SOBRENOME199,57,104.0,DESC 5,2025-02-16 00:00:00,83103629113,CLIENTE194,2024-03-06 14:06:05,EMPRESARIAL,2023-08-24 00:00:00
CLIENTE199,SOBRENOME199,57,16.0,DESC 5,2025-02-13 00:00:00,83103629113,CLIENTE194,2024-03-06 14:06:05,EMPRESARIAL,2023-08-24 00:00:00
CLIENTE81,SOBRENOME81,59,102.0,DESC 5,2025-02-13 00:00:00,81013341768,CLIENTE88,2024-07-12 17:46:28,EMPRESARIAL,2023-12-26 00:00:00
CLIENTE81,SOBRENOME81,59,40.0,DESC 5,2025-02-11 00:00:00,81013341768,CLIENTE88,2024-07-12 17:46:28,EMPRESARIAL,2023-12-26 00:00:00
CLIENTE81,SOBRENOME81,59,151.0,DESC 5,2025-02-05 00:00:00,81013341768,CLIENTE88,2024-07-12 17:46:28,EMPRESARIAL,2023-12-26 00:00:00
CLIENTE142,SOBRENOME142,64,171.0,DESC 5,2025-01-17 00:00:00,80422702171,CLIENTE17,2024-05-03 05:18:47,CORRENTE,2024-09-13 00:00:00
CLIENTE142,SOBRENOME142,64,183.0,DESC 5,2025-01-05 00:00:00,80422702171,CLIENTE17,2024-05-03 05:18:47,CORRENTE,2024-09-13 00:00:00
CLIENTE142,SOBRENOME142,64,138.0,DESC 3,2025-01-11 00:00:00,80422702171,CLIENTE17,2024-05-03 05:18:47,CORRENTE,2024-09-13 00:00:00
CLIENTE180,SOBRENOME180,45,140.0,DESC 5,2025-01-02 00:00:00,88215332137,CLIENTE119,2024-03-08 07:33:41,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,195.0,DESC 5,2025-02-13 00:00:00,88215332137,CLIENTE119,2024-03-08 07:33:41,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,77.0,DESC 5,2025-01-02 00:00:00,88215332137,CLIENTE119,2024-03-08 07:33:41,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,9.0,DESC 1,2025-02-17 00:00:00,88215332137,CLIENTE119,2024-03-08 07:33:41,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,83.0,DESC 2,2025-01-20 00:00:00,88215332137,CLIENTE119,2024-03-08 07:33:41,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,125.0,DESC 5,2025-02-24 00:00:00,90684610013,CLIENTE121,2024-02-20 22:33:03,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,166.0,DESC 5,2025-01-27 00:00:00,90684610013,CLIENTE121,2024-02-20 22:33:03,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,54.0,DESC 5,2025-02-22 00:00:00,90684610013,CLIENTE121,2024-02-20 22:33:03,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE180,SOBRENOME180,45,120.0,DESC 3,2025-02-01 00:00:00,90684610013,CLIENTE121,2024-02-20 22:33:03,EMPRESARIAL,2023-09-18 00:00:00
CLIENTE73,SOBRENOME73,57,15.0,DESC 5,2025-01-15 00:00:00,72545105642,CLIENTE172,2024-07-12 09:02:45,EMPRESARIAL,2023-11-05 00:00:00
CLIENTE73,SOBRENOME73,57,175.0,DESC 5,2025-02-08 00:00:00,72545105642,CLIENTE172,2024-07-12 09:02:45,EMPRESARIAL,2023-11-05 00:00:00
CLIENTE73,SOBRENOME73,57,114.0,DESC 5,2025-01-06 00:00:00,72545105642,CLIENTE172,2024-07-12 09:02:45,EMPRESARIAL,2023-11-05 00:00:00
CLIENTE73,SOBRENOME73,57,41.0,DESC 2,2025-02-21 00:00:00,72545105642,CLIENTE172,2024-07-12 09:02:45,EMPRESARIAL,2023-11-05 00:00:00
CLIENTE73,SOBRENOME73,57,181.0,DESC 1,2025-01-15 00:00:00,72545105642,CLIENTE172,2024-07-12 09:02:45,EMPRESARIAL,2023-11-05 00:00:00
CLIENTE102,SOBRENOME102,52,67.0,DESC 5,2025-01-06 00:00:00,46662774907,CLIENTE58,2024-01-31 04:55:09,POUPANCA,2024-01-08 00:00:00
CLIENTE102,SOBRENOME102,52,55.0,DESC 5,2025-01-19 00:00:00,46662774907,CLIENTE58,2024-01-31 04:55:09,POUPANCA,2024-01-08 00:00:00
CLIENTE102,SOBRENOME102,52,186.0,DESC 5,2025-01-09 00:00:00,46662774907,CLIENTE58,2024-01-31 04:55:09,POUPANCA,2024-01-08 00:00:00
CLIENTE102,SOBRENOME102,52,125.0,DESC 3,2025-01-02 00:00:00,46662774907,CLIENTE58,2024-01-31 04:55:09,POUPANCA,2024-01-08 00:00:00
CLIENTE18,SOBRENOME18,42,33.0,DESC 5,2025-02-16 00:00:00,88631001449,CLIENTE75,2024-07-21 05:26:40,EMPRESARIAL,2024-09-18 00:00:00
CLIENTE18,SOBRENOME18,42,118.0,DESC 5,2025-01-05 00:00:00,88631001449,CLIENTE75,2024-07-21 05:26:40,EMPRESARIAL,2024-09-18 00:00:00
CLIENTE18,SOBRENOME18,42,130.0,DESC 1,2025-01-19 00:00:00,88631001449,CLIENTE75,2024-07-21 05:26:40,EMPRESARIAL,2024-09-18 00:00:00
CLIENTE168,SOBRENOME168,73,93.0,DESC 5,2025-02-24 00:00:00,67314907599,CLIENTE69,2024-05-15 04:56:36,EMPRESARIAL,2024-04-19 00:00:00
CLIENTE168,SOBRENOME168,73,198.0,DESC 5,2025-01-14 00:00:00,67314907599,CLIENTE69,2024-05-15 04:56:36,EMPRESARIAL,2024-04-19 00:00:00
CLIENTE168,SOBRENOME168,73,182.0,DESC 5,2025-01-13 00:00:00,67314907599,CLIENTE69,2024-05-15 04:56:36,EMPRESARIAL,2024-04-19 00:00:00
CLIENTE168,SOBRENOME168,73,40.0,DESC 3,2025-01-10 00:00:00,67314907599,CLIENTE69,2024-05-15 04:56:36,EMPRESARIAL,2024-04-19 00:00:00
CLIENTE70,SOBRENOME70,50,135.0,DESC 5,2025-01-01 00:00:00,75280437732,CLIENTE144,2024-07-05 02:53:49,POUPANCA,2024-07-29 00:00:00
CLIENTE70,SOBRENOME70,50,200.0,DESC 5,2025-01-28 00:00:00,75280437732,CLIENTE144,2024-07-05 02:53:49,POUPANCA,2024-07-29 00:00:00
CLIENTE70,SOBRENOME70,50,89.0,DESC 2,2025-01-26 00:00:00,75280437732,CLIENTE144,2024-07-05 02:53:49,POUPANCA,2024-07-29 00:00:00
CLIENTE89,SOBRENOME89,38,76.0,DESC 5,2025-02-15 00:00:00,80287863353,CLIENTE22,2024-06-13 09:39:23,POUPANCA,2024-08-07 00:00:00
CLIENTE89,SOBRENOME89,38,75.0,DESC 5,2025-01-04 00:00:00,80287863353,CLIENTE22,2024-06-13 09:39:23,POUPANCA,2024-08-07 00:00:00
CLIENTE89,SOBRENOME89,38,70.0,DESC 5,2025-01-10 00:00:00,80287863353,CLIENTE22,2024-06-13 09:39:23,POUPANCA,2024-08-07 00:00:00
CLIENTE89,SOBRENOME89,38,131.0,DESC 5,2025-01-16 00:00:00,80287863353,CLIENTE22,2024-06-13 09:39:23,POUPANCA,2024-08-07 00:00:00
CLIENTE89,SOBRENOME89,38,184.0,DESC 5,2025-02-18 00:00:00,85607090782,CLIENTE34,2024-05-28 06:56:39,POUPANCA,2024-08-07 00:00:00
CLIENTE89,SOBRENOME89,38,73.0,DESC 1,2025-01-12 00:00:00,85607090782,CLIENTE34,2024-05-28 06:56:39,POUPANCA,2024-08-07 00:00:00
CLIENTE86,SOBRENOME86,69,144.0,DESC 5,2025-01-24 00:00:00,77552767357,CLIENTE190,2024-02-12 20:24:04,EMPRESARIAL,2024-01-20 00:00:00
CLIENTE86,SOBRENOME86,69,34.0,DESC 5,2025-02-23 00:00:00,77552767357,CLIENTE190,2024-02-12 20:24:04,EMPRESARIAL,2024-01-20 00:00:00
CLIENTE86,SOBRENOME86,69,89.0,DESC 5,2025-02-26 00:00:00,77552767357,CLIENTE190,2024-02-12 20:24:04,EMPRESARIAL,2024-01-20 00:00:00
CLIENTE86,SOBRENOME86,69,156.0,DESC 4,2025-02-08 00:00:00,77552767357,CLIENTE190,2024-02-12 20:24:04,EMPRESARIAL,2024-01-20 00:00:00
CLIENTE162,SOBRENOME162,47,109.0,DESC 5,2025-01-18 00:00:00,77281893324,CLIENTE125,2024-05-15 17:37:13,EMPRESARIAL,2024-01-11 00:00:00
CLIENTE162,SOBRENOME162,47,129.0,DESC 5,2025-02-04 00:00:00,77281893324,CLIENTE125,2024-05-15 17:37:13,EMPRESARIAL,2024-01-11 00:00:00
CLIENTE162,SOBRENOME162,47,63.0,DESC 5,2025-02-06 00:00:00,76130606301,CLIENTE162,2024-05-30 07:54:50,EMPRESARIAL,2024-01-11 00:00:00
CLIENTE162,SOBRENOME162,47,28.0,DESC 5,2025-02-19 00:00:00,76130606301,CLIENTE162,2024-05-30 07:54:50,EMPRESARIAL,2024-01-11 00:00:00
CLIENTE165,SOBRENOME165,40,37.0,DESC 5,2025-01-19 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,129.0,DESC 5,2025-02-28 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,141.0,DESC 5,2025-01-28 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,167.0,DESC 5,2025-01-19 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,125.0,DESC 5,2025-01-30 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,181.0,DESC 2,2025-03-01 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,16.0,DESC 1,2025-01-31 00:00:00,77553772249,CLIENTE25,2024-01-30 19:30:35,CORRENTE,2023-07-03 00:00:00
CLIENTE165,SOBRENOME165,40,96.0,DESC 5,2025-01-16 00:00:00,58033854636,CLIENTE20,2024-03-02 20:21:25,CORRENTE,2023-07-03 00:00:00
CLIENTE155,SOBRENOME155,56,142.0,DESC 5,2025-02-02 00:00:00,76306158225,CLIENTE50,2024-04-12 03:43:56,CORRENTE,2023-09-23 00:00:00
CLIENTE155,SOBRENOME155,56,146.0,DESC 5,2025-02-21 00:00:00,76306158225,CLIENTE50,2024-04-12 03:43:56,CORRENTE,2023-09-23 00:00:00
CLIENTE155,SOBRENOME155,56,89.0,DESC 5,2025-01-10 00:00:00,85613115194,CLIENTE52,2024-07-23 11:39:15,CORRENTE,2023-09-23 00:00:00
CLIENTE155,SOBRENOME155,56,127.0,DESC 5,2025-01-26 00:00:00,85613115194,CLIENTE52,2024-07-23 11:39:15,CORRENTE,2023-09-23 00:00:00
CLIENTE155,SOBRENOME155,56,155.0,DESC 5,2025-02-22 00:00:00,85613115194,CLIENTE52,2024-07-23 11:39:15,CORRENTE,2023-09-23 00:00:00
CLIENTE173,SOBRENOME173,46,23.0,DESC 5,2025-01-06 00:00:00,84335257650,CLIENTE10,2024-05-16 02:16:08,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,59.0,DESC 5,2025-01-06 00:00:00,84335257650,CLIENTE10,2024-05-16 02:16:08,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,183.0,DESC 5,2025-01-29 00:00:00,84335257650,CLIENTE10,2024-05-16 02:16:08,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,64.0,DESC 5,2025-02-07 00:00:00,84335257650,CLIENTE10,2024-05-16 02:16:08,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,80.0,DESC 5,2025-01-17 00:00:00,84335257650,CLIENTE10,2024-05-16 02:16:08,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,147.0,DESC 5,2025-01-02 00:00:00,55763747510,CLIENTE39,2024-04-10 17:47:26,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,35.0,DESC 5,2025-01-14 00:00:00,55763747510,CLIENTE39,2024-04-10 17:47:26,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,79.0,DESC 5,2025-02-26 00:00:00,55763747510,CLIENTE39,2024-04-10 17:47:26,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE173,SOBRENOME173,46,159.0,DESC 2,2025-02-24 00:00:00,55763747510,CLIENTE39,2024-04-10 17:47:26,EMPRESARIAL,2024-02-02 00:00:00
CLIENTE199,SOBRENOME199,57,199.0,DESC 5,2025-02-03 00:00:00,74643034344,CLIENTE33,2024-07-07 02:14:45,POUPANCA,2024-12-09 00:00:00
CLIENTE122,SOBRENOME122,28,118.0,DESC 5,2025-02-25 00:00:00,56787516794,CLIENTE188,2024-07-24 19:16:30,POUPANCA,2023-07-05 00:00:00
CLIENTE122,SOBRENOME122,28,198.0,DESC 2,2025-01-23 00:00:00,56787516794,CLIENTE188,2024-07-24 19:16:30,POUPANCA,2023-07-05 00:00:00
CLIENTE29,SOBRENOME29,50,191.0,DESC 5,2025-01-23 00:00:00,45795031922,CLIENTE149,2024-06-12 13:41:51,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE29,SOBRENOME29,50,142.0,DESC 5,2025-01-15 00:00:00,45795031922,CLIENTE149,2024-06-12 13:41:51,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE29,SOBRENOME29,50,97.0,DESC 5,2025-01-27 00:00:00,45795031922,CLIENTE149,2024-06-12 13:41:51,EMPRESARIAL,2023-09-01 00:00:00
CLIENTE105,SOBRENOME105,78,111.0,DESC 5,2025-01-05 00:00:00,61745982841,CLIENTE23,2024-02-01 06:11:49,EMPRESARIAL,2024-06-23 00:00:00
CLIENTE105,SOBRENOME105,78,166.0,DESC 5,2025-02-11 00:00:00,61745982841,CLIENTE23,2024-02-01 06:11:49,EMPRESARIAL,2024-06-23 00:00:00
CLIENTE105,SOBRENOME105,78,51.0,DESC 5,2025-01-06 00:00:00,61745982841,CLIENTE23,2024-02-01 06:11:49,EMPRESARIAL,2024-06-23 00:00:00
CLIENTE118,SOBRENOME118,35,167.0,DESC 3,2025-02-21 00:00:00,75935778402,CLIENTE2,2024-06-02 02:36:56,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,40.0,DESC 1,2025-01-08 00:00:00,59677797095,CLIENTE83,2024-06-27 09:52:11,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,133.0,DESC 4,2025-01-19 00:00:00,59677797095,CLIENTE83,2024-06-27 09:52:11,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,141.0,DESC 5,2025-02-18 00:00:00,89640894594,CLIENTE157,2024-07-15 21:19:36,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,177.0,DESC 5,2025-01-20 00:00:00,89640894594,CLIENTE157,2024-07-15 21:19:36,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,23.0,DESC 5,2025-02-28 00:00:00,89640894594,CLIENTE157,2024-07-15 21:19:36,CORRENTE,2024-01-04 00:00:00
CLIENTE118,SOBRENOME118,35,50.0,DESC 2,2025-01-31 00:00:00,89640894594,CLIENTE157,2024-07-15 21:19:36,CORRENTE,2024-01-04 00:00:00
CLIENTE51,SOBRENOME51,37,59.0,DESC 5,2025-02-07 00:00:00,80061804784,CLIENTE137,2024-03-20 00:52:07,POUPANCA,2024-01-29 00:00:00
CLIENTE51,SOBRENOME51,37,79.0,DESC 5,2025-01-09 00:00:00,80061804784,CLIENTE137,2024-03-20 00:52:07,POUPANCA,2024-01-29 00:00:00
CLIENTE51,SOBRENOME51,37,107.0,DESC 1,2025-03-01 00:00:00,80061804784,CLIENTE137,2024-03-20 00:52:07,POUPANCA,2024-01-29 00:00:00
CLIENTE51,SOBRENOME51,37,109.0,DESC 4,2025-01-27 00:00:00,80061804784,CLIENTE137,2024-03-20 00:52:07,POUPANCA,2024-01-29 00:00:00
CLIENTE58,SOBRENOME58,61,12.0,DESC 5,2025-01-25 00:00:00,71746910788,CLIENTE46,2024-07-17 20:09:44,CORRENTE,2023-12-17 00:00:00
CLIENTE58,SOBRENOME58,61,72.0,DESC 5,2025-01-19 00:00:00,71746910788,CLIENTE46,2024-07-17 20:09:44,CORRENTE,2023-12-17 00:00:00
CLIENTE58,SOBRENOME58,61,182.0,DESC 2,2025-01-08 00:00:00,71746910788,CLIENTE46,2024-07-17 20:09:44,CORRENTE,2023-12-17 00:00:00
CLIENTE58,SOBRENOME58,61,166.0,DESC 5,2025-02-11 00:00:00,75821176081,CLIENTE130,2024-03-07 11:59:19,CORRENTE,2023-12-17 00:00:00
